Text Chunk,Start-End (s),Audio File,Matched PDF Sentence,Similarity Score,small_transcription,large_transcription,wer_small,wer_large
Kontrakto  Chinat -tenpatan  hanya  boleh  mengharapkan  kontrak -kontrak  yang  kecil  atau  soap  kontrak  daripada  firma -firma  British.,3550.23-3556.71,final_segments/seg_1_355023.mp3,Kontraktor Cina tern patan hanya boleh mengharapkan kontrak-kontrak yang kecil atau sub-kontrak daripada firma-firma British.,0.88, Kontrakto Chinatun Patan hanya boleh mengharapkan kontrak-kontrak yang kecil atau sok kontrak daripada firma-firma britik., Kontraktor China tempatan hanya boleh mengharapkan kontrak-kontrak yang kecil atau subkontrak daripada firma-firma British.,0.47058823529411764,0.5294117647058824
Firma -firma  itu  mendapat  keuntungan  yang  amat  besar  hinggakan  mereka  boleh  memberikan  kontrak -sepenuhnya  dan  masih  mendapat  keuntungan  yang  lumayan.,3557.59-3565.27,final_segments/seg_1_355759.mp3,Firma-firma itu mendapat keuntungan yang amat besar hinggakan mereka boleh memberikan kontrak sepenuhnya dan masih mendapat keuntungan yang lumayan.,0.997, Firma-firma itu mendapat keuntungan yang amat besar hingga mereka boleh memberikan kontrak sepenuhnya dan masih mendapat keuntungan yang lumayan., Firma-firma itu mendapat keuntungan yang amat besar hinggakan mereka boleh memberikan kontrak sepenuhnya dan masih mendapat keuntungan yang lumayan.,0.2,0.15
Kontrak -kontrak  untuk  pemberkalan  kias  eluruhannya  dipegang  oleh  agen  Makoto  British.,3565.27-3570.27,final_segments/seg_1_356527.mp3,Kontrak-kontrak untuk pembekalan kes - eluruhannya di pegang oleh Agen Mahkota British.,0.849, Kontrak-kontrak untuk pembekalan kias eluruhannya dipegang oleh agen Makkota British., Kontrak-kontrak untuk pembekalan kias eluruhannya dipegang oleh agen mahkota British.,0.36363636363636365,0.36363636363636365
"Bekalan -bekalan -bekalan -tempatan,  dilih  diperlukan,  juga  dibuat  melalui  kontrak  dengan  firma -firma  British.",3570.95-3576.15,final_segments/seg_1_357095.mp3,"Bekalan-bekalan tempatan, bila diperlukan, juga dibuat melalui kontrak dengan firma-firma British.",0.968, Bekalan-bekalan tempatan bila diperlukan juga dibuat melalui kontrak dengan firma-firma briefing.," Bekalan-bekalan tempatan, bila diperlukan, juga dibuat melalui kontrak dengan firma-firma British.",0.6428571428571429,0.5
Firma -firma  ini  pula  kadang -kadang  tepaksa  membeli  daripada  kedai -kedai  Chinat -tempatan.  Pegawai -pegaway  dan  penyaga -penyaga  British  merupakan  bulangan  yang  saling  berdamping  rapat  dan  biasanya  diketuai  oleh  seorang  resident  atau  penasihat  British.,3576.97-3590.83,final_segments/seg_1_357697.mp3,Pemberian kontrak-kontrak kepada firma-firma British sudah menjadi suatu ke - biasaan yang tidak dapat dikikis lagi hinggakan nama-nama kontraktor atau firma British yang membina ba ngunan-bangunan Kerajaan kerap terukir pada batu asas bangunan tersebut sebagai tanda perin - gatan.,0.795, Filma-filma ini pula kadang-kadang terpaksa membeli daripada kedai-kedai cina tempatan. Pergawai-pergawai dan penyaga-penyaga British merupakan golongan yang saling berdamping rapat dan biasanya diketuai oleh seorang resident atau penasihat British., Firma-firma ini pula kadang-kadang terpaksa membeli daripada kedai-kedai China tempatan. Pegawai-pegawai dan peniaga-peniaga British merupakan golongan yang saling berdamping rapat dan biasanya diketuai oleh seorang resident atau penasihat British.,0.4117647058823529,0.4117647058823529
"oleh  itu,  orang  orang  Chinat  tidak  ada  perlukan  untuk  memberi  raswa  untuk  mendapatkan  kontrak  yang  lebih  baik.",3590.83-3597.23,final_segments/seg_1_359083.mp3,Oleh itu orang-orang Cina tidak ada peluang untuk mem - beri rasuah untuk mendapatkan kontrak yang lebih baik.,0.903, Oleh itu orang-orang China tidak ada peluang untuk memberi rasuah untuk mendapatkan kontrak yang lebih baik.," Oleh itu, orang-orang China tidak ada peluang untuk memberi rasuah untuk mendapatkan kontrak yang lebih baik.",0.35294117647058826,0.29411764705882354
Perbuatkan  mereka  itu  besar  kemungkinan...,3597.99-3599.95,final_segments/seg_1_359799.mp3,Perbuatan mereka itu besar kemung kinan akan dapat diketahui.,0.83, perbuatan mereka itu besaka mungkin, Perbuatan mereka itu besar kemungkinan,0.6,0.4
akan  dapat  diketahui.  Lagipular  resident  atau  pun  penasihat  British  itu  boleh  dikatakan  mempunyai  kwasa  mudlak  ke  atas  pegawai  pentatbi.,0.00-8.54,final_segments/seg_2_00000.mp3,Lagi pula Resident ataupun Pena sihat British itu boleh dikatakan mempunyai kuasa mutlak ke atas pegawai-pegawai pentadbir.,0.84, akan dapat diketahui. Lagi pula resident ataupun penasihat British itu boleh dikatakan mempunyai kuasa mudlak ke atas pegawai-pegawai pentadir.," akan dapat diketahui. Lagi pula, resident ataupun penasihat British itu boleh dikatakan mempunyai kuasa mudlak ke atas pegawai-pegawai pentadbir.",0.3684210526315789,0.3684210526315789
Ini  berarti  hukuman  serta  mertilagi  bekesan  dikenakan  ke  atas  pegawai  pegawai  itu  kalau  mereka  cuba  mengambil  raswa.,9.22-15.88,final_segments/seg_2_00922.mp3,Ini bererti hukuman serta merta lagi berkesan dikenakan ke atas pegawai-pegawai itu kalau mereka cuba mengambil rasuah.,0.961, Ini berarti hukuman seter-merta lagi berkesan dikenakan ke atas pegawai-pegawai itu kalau mereka cuba mengambil rasuak., Ini bererti hukuman serta merta lagi berkesan dikenakan ke atas pegawai-pegawai itu kalau mereka cuba mengambil rasuah.,0.35294117647058826,0.4117647058823529
"Bagi  syarikat  yang  cuba  memberi  raswa  is  akan  dicatik  dalam  senarai  kurang  baik,  penat  lukan  oleh  jepun  telah  membuka  mata  penyaga  penyaga  cina  tempatan  kepada  keuntungan  besar  yang  dapat  diperolehi  kalau  membuat  urus  janji  dengan  kerajaan.",16.38-30.06,final_segments/seg_2_01638.mp3,Bagi syarikat yang cuba memberi rasuah is akan dicatit dalam senarai kurang baik.Penaklukan oleh Jepun telah membuka mata peniaga-peniaga Cina tempatan kepada keuntungan besar yang dapat diperolehi kalau membuat urusjanji dengan Kerajaan.,0.969," Bagi syarikat yang cuba memberi rasuah is akan dicatik dalam senarai kurang baik, penatlukan oleh Jepun telah membuka mata penyaga-penyaga China tempatan kepada keuntungan besar yang dapat diperolehi kalau membuat urus janji dengan kerajaan."," Bagi syarikat yang cuba memberi rasuah IS akan dicatik dalam senarai kurang baik, penaklukan oleh Jepun telah membuka mata peniaga-peniaga Cina tempatan kepada keuntungan besar yang dapat diperolehi kalau membuat urus janji dengan kerajaan.",0.16666666666666666,0.1388888888888889
"Apabila  tamat  perang,  British  telah  kembali  ke  tanah  melayu  dan  meneruskan  semula  cara  penyagaan  yang  telah  mereka  lakukan  sebelum  itu.",30.60-37.84,final_segments/seg_2_03060.mp3,"Apabila tamat perang, British telah kembali ke Tanah Melayu dan meneruskan semula cara perniagaan yang telah mereka lakukan sebelum itu.",0.995," Apabila tamat perang, Britis telah kembali ke tanah Melayu dan meneruskan semula cara penyagaan yang telah mereka lakukan sebelum itu."," Apabila tamat perang, British telah kembali ke tanah Melayu dan meneruskan semula cara perniagaan yang telah mereka lakukan sebelum itu.",0.05,0.05
"Pada  ketika  itu,  kerajaan  sedanggiat  membangungkan  semula  negeri  ini.  Ini  berarti  banyak  kontrak  yang  dikeluarkan  dan  kontrak  kontrak  ini  dapat  kepada  firma -firma  British  yang  lama  dan  yang  baru.",38.32-49.36,final_segments/seg_2_03832.mp3,Ini bererti banyak kontrak yang dike - luarkan dan kontrak-kontrak ini dapat kepada firma-firma British yang lama dan yang baru.,0.894," Pada ketika itu, kerajaan sedang giat membangunkan semula negeri ini. Ini berarti banyak kontrak yang dikeluarkan dan kontrak-kontrak ini dapat kepada firma-firma British yang lama dan yang baru."," Pada ketika itu, kerajaan sedang giat membangunkan semula negeri ini. Ini bererti banyak kontrak yang dikeluarkan dan kontrak-kontrak ini dapat kepada firma-firma British yang lama dan yang baru.",0.2413793103448276,0.27586206896551724
"Kemerahan  penyaga  penyaga  cina  tempatan  terhadap  layanan  pihak  British  dapat  dibayangkan.  Ini  adalah  kerajaan  seterlah  menikmati  hasil  kontrak  kontrak  yang  kecil  tadi  di  zaman  jepun,  orang  cina  begitu  benar  supuluh  untuk  mendapatkan  kontrak  yang  lebih  besar.",50.16-64.42,final_segments/seg_2_05016.mp3,Kemarahan peniaga-peniaga Cina tempatan terhadap layanan pihak British dapat dibayangkan.,0.862," Kemarahan penyaga-penyaga China tempatan terhadap layanan pihak British dapat dibayangkan. Ini adalah kerana setelah menikmati hasil kontrak-kontrak yang kecil tadi, di zaman Jepun, orang China begitu bernasuk pula untuk mendapatkan kontrak yang lebih besar."," Kemarahan peniaga-peniaga China tempatan terhadap layanan pihak British dapat dibayangkan. Ini adalah kerana setelah menikmati hasil kontrak-kontrak yang kecil tadi, di zaman Jepun, orang China begitu bernafsu pula untuk mendapatkan kontrak yang lebih besar.",0.3333333333333333,0.3333333333333333
Malangnya  peluang  mereka  untuk  menikmati  hasil  yang  lebih  lumayan  amat  tipe  se  lagi  pihak  British  memberinta  negeri  ini.,65.34-71.78,final_segments/seg_2_06534.mp3,Malangnya peluang mereka untuk menikmati hasil yang lebih lumayan amat tipis selagi pihak British memerintah negeri ini.,0.925," Malangnya, peluang mereka untuk menikmati hasil yang lebih lumayan amat tipis selagi pihak British memerintah negeri ini.", Malangnya peluang mereka untuk menikmati hasil yang lebih lumayan amat tipis selagi pihak British memerintah negeri ini.,0.2777777777777778,0.2222222222222222
"Apabila  tanah  melayu  mencapai  kemerdekaan,  proses  malayanisasi  tanah  melayu  telah  diluaskan  miliputi  semuhan  bidang.",72.52-79.00,final_segments/seg_2_07252.mp3,"Apabila Tanah Melayu mencapai kemerdekaan, proses Mala yanisasi Tanah Melayu telah diluaskan me - liputi semua bidang.",0.906," Apabila Tanah Melayu mencapai kemedeikan, proses malayanisasi Tanah Melayu telah diluaskan miliputi semua bidang."," Apabila Tanah Melayu mencapai kemerdekaan, proses malayanisasi Tanah Melayu telah diluaskan miliputi semua bidang.",0.14285714285714285,0.07142857142857142
Proces  ini  bukan  sahaja  melibatkan  pegawai  asing  dalam  perimatan  kerajaan  digantikan  dengan  pegawai  tempatan  malah  semua  sistem  dan  cora  institusi  lama  turut  ditukah.,79.64-89.04,final_segments/seg_2_07964.mp3,Proses ini bukan sahaja melibatkan pegawai asing dalam per khidmatan Kerajaan digantikan dengan pegawai tempatan malah semua sistem dan corak institusi lama turut ditukar.,0.868," Proses ini bukan sahaja melibatkan pegawai asing dalam perhematan kerajaan, digantikan dengan pegawai tempatan malah semua sistem dan corak institusi lama turut ditukar.", Proses ini bukan sahaja melibatkan pegawai asing dalam perkhidmatan kerajaan digantikan dengan pegawai tempatan malah semua sistem dan corak institusi lama turut ditukar.,0.21739130434782608,0.17391304347826086
"Seiring  dengan  proses  ini,  berlaku  perubahan  kepada  dasar  yang  selama  ini  hanya  melindungi  dan  menjaga  kepentingan  firma -firma  British  dalam  masa  yang  singkat  peluang -peluang  dibuka  kepada  penduduk  tanah  melayu  untuk  mengambil  bahagian  dalam  kontrak  kontrak  penyagaan",89.94-103.98,final_segments/seg_2_08994.mp3,Se iring dengan proses ini berlaku perubahan kepada dasar yang selama ini hanya melindungi dan menjaga kepentingan firma-firma British.,0.904," Pada penderuduk Tanah Melayu untuk mengambil bahagian dalam kontrak-kontrak penyagaan,"," Seiring dengan proses ini, berlaku perubahan kepada dasar yang selama ini hanya melindungi dan menjaga kepentingan firma-firma British. Dalam masa yang singkat, peluang-peluang dibuka kepada penduduk tanah Melayu untuk mengambil bahagian dalam kontrak-kontrak perniagaan.",0.8378378378378378,0.24324324324324326
"yang  begitu  banyak  dikeluarkan  oleh  kerajaan  pada  tiap -tiap  tahun.  Contrak  kontrak  pembinaan,  pemberkalan  dan  lain -lain  kontrak  yang  menguntungkan  kini  terbuka  kepada  penduduk  tanah  melayu  yang  berhap.",103.98-115.30,final_segments/seg_2_10398.mp3,Dalam masa yang singkat peluang-peluang dibuka kepada penduduk Tanah Melayu untuk mengambil bahagian dalam kontrak-kontrak perniagaan yang begitu banyak di keluarkan oleh Kerajaan pada tiap- tiap tahun.,0.882," yang begitu banyak dikeluarkan oleh kerajaan pada tiap-tiap tahun. Kontrak-kontrak pembinaan, pembekalan dan lain-lain kontrak yang menguntungkan kini terbuka kepada penduduk Tanah Melayu yang berhak."," yang begitu banyak dikeluarkan oleh kerajaan pada tiap-tiap tahun. Kontrak-kontrak pembinaan, pembekalan dan lain-lain kontrak yang menguntungkan kini terbuka kepada penduduk tanah Melayu yang berhak.",0.2857142857142857,0.2857142857142857
Berjuta -juta  ringgit  boleh  dinik  mati  oleh  penduduk  tanah  melayu.  Se  waktu  belum -belum  bahagian  merubut -beluang  tersebut  ternyata  orang  cina  berjaya  dengan  mudah  sahaja.,115.88-124.68,final_segments/seg_2_11588.mp3,Berjuta-juta ringgit boleh dinikmati oleh penduduk Tanah Melayu.,0.906," Bejuta-juta ringgit boleh dinikmati oleh penduduk Tanah Melayu. Sewaktu berlumba-lumba merebut peluang tersebut, ternyata orang China berjaya dengan mudah sahaja."," Berjuta-juta ringgit boleh dinikmati oleh penduduk tanah Melayu. Sewaktu berlumba-lumba merebut peluang tersebut, ternyata orang Cina berjaya dengan mudah sahaja.",0.52,0.48
Merikah  amat  pinta  dalam  urusan  penyagaan  boleh  menyadakan  sesuatu  dalam  masa  yang  singkat  dan  kini  di  so  kompular  oleh  bantban  cina  yang  baru  ditubahkan  dan  juga  kekayaan  mereka  sendiri.,125.40-135.74,final_segments/seg_2_12540.mp3,Tiada faedah juga mengatakan kepada mereka bahawa semua langkah yang dapat diambil untuk menolong mereka telah dilaksanakan oleh Kerajaan.,0.784," Mereka amat pinta dalam urusan penyagaan, boleh menyediakan sesuatu dalam masa yang singkat dan kini disokompulkan oleh bantuan China yang baru ditubuhkan dan juga kekayaan mereka sendiri."," Mereka amat pintar dalam urusan perniagaan, boleh menyediakan sesuatu dalam masa yang singkat dan kini disokong pula oleh bank-bank China yang baru ditubuhkan dan juga kekayaan mereka sendiri.",0.3103448275862069,0.3448275862068966
Lama  kelamahan  mereka  sudah  bersedia  untuk  menandingi  firma  firma  yang  tekemuker.  Penyagaan  mereka  telah  bekerja  berlipat  ganda  dan  pesat  sekali.,136.34-144.04,final_segments/seg_2_13634.mp3,Lama-kelamaan mereka sudah bersedia untuk menandingi firma-firma yang terkemuka.,0.849, Lama-lamahan mereka sudah bersedia untuk menandingi firma-firma yang terkemuka. Penyagaan mereka telah berkembang berlipat ganda dan pesat sekalipun., Lama kelamaan mereka sudah bersedia untuk menandingi firma-firma yang terkemuka. Perniagaan mereka telah berkembang berlipat ganda dan pesat sekali.,0.35,0.3
Merikah  telah  dapat  mengumpul  lebih  banyak  uang  dan  dengan  kekayaan  itu  mereka  dapat  mengukohkan  lagi  cengkaman  ekonomi  mereka  dalam  negara  ini.,144.66-152.12,final_segments/seg_2_14466.mp3,Mereka telah dapat mengumpul lebih banyak wang dan dengan kekayaan itu mereka dapat mengukuhkan lagi cengkaman ekonomi mereka dalam negara ini.,0.961," Mereka telah dapat mengumpul lebih banyak uang dan dengan kekayaan itu, mereka dapat mengukuhkan lagi cengkaman ekonomi mereka dalam negara ini.", Mereka telah dapat mengumpul lebih banyak wang dan dengan kekayaan itu mereka dapat mengukuhkan lagi cengkaman ekonomi mereka dalam negara ini.,0.14285714285714285,0.14285714285714285
Orang  cina  sangat  berpegang  tegoh  kepada  ikatan  keluarga  dan  perasaan  awanis  memelikir  amat  ekstrem.,152.80-158.40,final_segments/seg_2_15280.mp3,Orang Cina sangat berpegang teguh kepada ikatan keluarga dan perasaan chauvanisme mereka amat ekstrem.,0.924, Orang China sangat berpegang tegur kepada ikatan keluarga dan perasaan awanisme mereka amat ekstrem., Orang Cina sangat berpegang teguh kepada ikatan keluarga dan perasaan alfanisme mereka amat ekstrem.,0.2857142857142857,0.21428571428571427
Ciri -ciri  ini  wujud  di  dalam  penyagaan  mereka  yang  menghalang  orang  lain  dari  menikmati  keuntungan  mereka  itu.,159.20-165.08,final_segments/seg_2_15919.mp3,Ciri-ciri ini wujud di dalam perniagaan mereka yang menghalang orang lain dari menikmati keuntungan mereka itu.,0.987, Ciri-ciri ini wujud di dalam penyagaan mereka yang menghalang orang lain dari menikmati keuntungan mereka itu., Ciri-ciri ini wujud di dalam perniagaan mereka yang menghalang orang lain dari menikmati keuntungan mereka itu.,0.11764705882352941,0.17647058823529413
Merikah  menggantikan  hampis  setiap  penyagaan  british  yang  selama  ini  menguasai  kontrak -kontrak  krajahan.,165.68-171.30,final_segments/seg_2_16568.mp3,Mereka menggantikan hampir setiap perniagaan British yang selama ini menguasai kontrak-kontrak Kerajaan.,0.929, Mereka menggantikan hampir setiap penyagaan British yang selama ini menguasai kontrak-kontrak kerajaan., Mereka menggantikan hampir setiap perniagaan British yang selama ini menguasai kontrak-kontrak kerajaan.,0.38461538461538464,0.46153846153846156
Tanah  melayui  yang  medeke  bukan  sahaja  mengalami  proses  malayani  sasi  dalam  bidang  pekejaan  dan  penyagaan.,172.02-177.90,final_segments/seg_2_17202.mp3,Tanah Melayu yang merdeka bukan sahaja mengalami proses Malayanisasi dalam bidang pekerjaan dan perniagaan.,0.927, Pana Melayu yang medikah bukan sahaja mengalami proses malayanisasi dalam bidang pekerjaan dan penyayangan., Tanah Melayu yang Merdeka bukan sahaja mengalami proses malayanisasi dalam bidang pekerjaan dan perniagaan.,0.4666666666666667,0.4
"Selaras  dengan  kemajuan  di  negara -negara  lain  krajahan  telah  melancakan  satu  dasar  pembangunan  yang  melibatkan  perbelanjaan  wang  krajahan  yang  begitu  banyak,  bahkan  juga  bantuan  wang  dari  krajahan  untuk  menolong  membiaya  i  perusahaan -perusahaan  yang  baru.",178.56-192.30,final_segments/seg_2_17856.mp3,"Selaras dengan kemajuan di negara-negara lain, Kerajaan telah melan carkan satu dasar pembangunan yang melibatkan perbelanjaan wang Kerajaan yang begitu banyak, bahkan juga bantuan wang dari Kerajaan untuk menolong membiayai perusahaan-peru sahaan yang baru.",0.964," Selaras dengan kemajuan di negara-negara lain, kerajaan telah melancarkan satu dasar pembangunan yang melibatkan perbelanjaan wang kerajaan yang begitu banyak, bahkan juga bantuan wang dari kerajaan untuk menolong membiayai perusahaan-perusahaan yang baru."," Selaras dengan kemajuan di negara-negara lain, kerajaan telah melancarkan satu dasar pembangunan yang melibatkan perbelanjaan wang kerajaan yang begitu banyak, bahkan juga bantuan wang dari kerajaan untuk menolong membiayai perusahaan-perusahaan yang baru.",0.3142857142857143,0.3142857142857143
"Misalnya,  malaya  bonio -bilding  sosaiti  yang  sebahagiannya  di  biaya  dan  disokong  oleh  krajahan  telah  meni  alurkan  wang  yang  begitu  banyak  bagi  rancangan  kemajuan  perumahan.",192.90-203.12,final_segments/seg_2_19290.mp3,"Misalnya, Malaya Borneo Building Society, yang sebahagiannya dibiayai dan disokong oleh Kerajaan, telah meny - alurkan wang yang begitu banyak bagi rancangan kema juan perumahan.",0.774," Misalnya, Malaya Bonio Building Society yang sebahagiannya dbii dan disokong oleh kerajaan telah menialurkan wang yang begitu banyak bagi rancangan kemajuan perumahan."," Misalnya, Malaya Borneo Building Society yang sebahagiannya dibiayai dan disokong oleh kerajaan, telah menialurkan wang yang begitu banyak bagi rancangan kemajuan perumahan.",0.2916666666666667,0.3333333333333333
Malaysia  industrials  development  finance  limited  telah  menyediakan  modal  dan  kepakaran  dan  tapak -tapak  untuk  perusahaan  yang  diuruskan  sepenuhnya  atau  separuhnya  oleh  pengusaha  tempatan.,203.80-214.22,final_segments/seg_2_20380.mp3,Malaysia Industrial Develop - ment Finance Limited telah menyediakan modal dan kepakaran dan tapak tapak untuk perusahaan yang diuruskan sepenuhnya atau separuhnya oleh pengusaha tempatan.,0.976, Malaysia Industrial Development Finance Limited telah menyediakan modal dan kepakaran dan tapak-tapak untuk perusahaan yang diuruskan sepenuhnya atau separuhnya oleh pengusaha tempatan., Malaysia Industrial Development Finance Limited telah menyediakan modal dan kepakaran dan tapak-tapak untuk perusahaan yang diuruskan sepenuhnya atau separuhnya oleh pengusaha tempatan.,0.13043478260869565,0.13043478260869565
Rabel  Replanding  Boa  telah  berjaya  menjalankan  rancangan  tanaman  semula  getah  di  estet -estet  yang  besar.,214.82-220.36,final_segments/seg_2_21482.mp3,"Empat ribu tahun yang lalu telah berlaku bencana banjir yang amat besar, dan banjir besar begini biasanya diikuti pula oleh kekurangan makanan.",0.748, Rubble replanting boar telah berjaya menjalankan rancangan tanaman semula getah di estet-estet yang besar., Rubber replanting board telah berjaya menjalankan rancangan tanaman semula getah di estate-estate yang besar.,0.3333333333333333,0.3333333333333333
Langkah -langkah  memberikan  pengecualian  cukai  kepada  perusahaan -perusahaan  bertaraf  perintis  selter  menentukan  pelaburan  modal  tempatan  berarti  bertambahnya  peluang -peluang  penyagahan  bagi  wang  negara  tanah  melayu.,221.06-232.90,final_segments/seg_2_22106.mp3,Langkah-langkah memberikan pengecualian cukai kepada perusahaan-perusahaan bertaraf perintis serta menentukan pelaburan modal tempatan bererti bertambahnya peluang-peluang perniagaan bagi warganegara Tanah Melayu.,0.959, Langkah-langkah memberikan pengecualian cukai kepada perusahaan-perusahaan bertaraf perintis serta menentukan pelaburan modal tempatan berarti bertambahnya peluang-peluang penyagaan bagi waga negara Tanah Melayu., Langkah-langkah memberikan pengecualian cukai kepada perusahaan-perusahaan bertaraf perintis serta menentukan pelaburan modal tempatan bererti bertambahnya peluang-peluang perniagaan bagi waganegara tanah Melayu.,0.36,0.44
Pembahagian  yang  berlipat  ganda  di  dalam  kediatan  perdagangan  yang  terbuka  kepada  penduduk  tanah  melayu  hanya  berarti  semakin  bertambahnya  kekayaan  orang  cina.,233.66-242.12,final_segments/seg_2_23366.mp3,Pembahagian yang berlipat-ganda di dalam kegiatan per dagangan yang terbuka kepada penduduk Ta - nah Melayu hanya bererti semakin bertambahnya kekayaan orang Cina.,0.911, Pembahagian yang berlipat ganda di dalam kegiatan perdagangan yang terbuka kepada penduduk tanah Melayu hanya berhati semakin bertambahnya kekayaan orang Cina., Pembahagian yang berlipat ganda di dalam kegiatan perdagangan yang terbuka kepada penduduk tanah Melayu hanya bererti semakin bertambahnya kekayaan orang Cina.,0.09523809523809523,0.09523809523809523
"Kini  segaligalannya  tidak  lagi  dikaskan  kepada  pihak  British,  maka  tidak  adalah  penghalang  bagi  orang -orang  cina  untuk  memonopolekan  setiap  peringkat  dan  jenis  perdagangan  dan  penyagahan  di  tanah  melayu.",242.82-253.70,final_segments/seg_2_24282.mp3,"Kini segala-galanya tidak lagi dikhaskan kepada pihak British, maka tidak adalah penghalang bagi orang-orang Cina untuk memo - nopolikan setiap peringkat dan jenis perdagangan dan perniagaan di Tanah Melayu.",0.957," Kini segala-galanya tidak lagi dikaskan kepada pihak British, maka tidak adalah penghalang bagi orang-orang China untuk memonopolikan setiap peringkat dan jenis perdagangan dan penyayagaan di Tanah Melayu."," Kini segala-galanya tidak lagi dikhaskan kepada pihak British, maka tidak adalah penghalang bagi orang-orang China untuk memonopolikan setiap peringkat dan jenis perdagangan dan perniagaan di tanah Melayu.",0.21428571428571427,0.25
Jadi  hasilat  melaysia  dalam  melaksanakan  proses  malayanisasi  dan  malaysianisasi  berarti  mencinekan  seluruh  kegiatan  ekonomi  negara  ini.,254.38-262.38,final_segments/seg_2_25438.mp3,Jadi hasrat Malay - sia dalam melaksanakan proses Malayanisasi dan Malaysianisasi bererti mencinakan seluruh kegiatan ekonomi negara ini.,0.942, Jadi hasrat Malaysia dalam melaksanakan proses malayalisasi dan malaysianisasi berhati-mencinakan seluruh kegiatan ekonomi negara ini., Jadi hasrat Malaysia dalam melaksanakan proses malayanisasi dan malaysianisasi bererti mencinakan seluruh kegiatan ekonomi negara ini.,0.3125,0.25
Ternyata  lah  bahawa  sunggopun  orang  melayu  akan  mencebukan  diri  dalam  bidang  ekonomi  namun  mereka  tidak  dapat  dan  tidak  mungkin  dapat  menyama  iku  jayahan  yang  dicapai  oleh  orang -orang  cina.,263.12-272.98,final_segments/seg_2_26312.mp3,Ternyatalah bahawa sungguhpun orang Melayu akan men ceburkan diri dalam bidang ekonomi namun mereka tidak dapat dan tidak mungkin dapat menyamai kejayaan yang dicapai oleh orang-orang Cina.,0.95, ternyata bahawa sungguh pun orang Melayu akan menceborkan diri dalam bidang ekonomi namun mereka tidak dapat dan tidak mungkin dapat menyamai kejayaan yang dicapai oleh orang-orang China., Ternyatalah bahawa sungguhpun orang Melayu akan menceburkan diri dalam bidang ekonomi namun mereka tidak dapat dan tidak mungkin dapat menyamai kejayaan yang dicapai oleh orang-orang Cina.,0.3448275862068966,0.3103448275862069
Walaupun  selepas  mendekir  orang  melayu  mendapat  peluang  yang  lebih  tetapi  peluang  bagi  orang  cina  berlipat  ganda  pula  banyaknya.,273.64-280.52,final_segments/seg_2_27364.mp3,Walaupun selepas Merdeka orang Melayu mendapat peluang yang lebih tetapi peluang bagi orang Cina berlipat-ganda pula banyaknya.,0.984," Walaupun selepas medik ke orang Melayu mendapat peluang yang lebih, tetapi peluang bagi orang China berlipat ganda pulau banyaknya.", Walaupun selepas merdeka orang Melayu mendapat peluang yang lebih tetapi peluang bagi orang Cina berlipat ganda pula banyaknya.,0.2777777777777778,0.05555555555555555
"Jadi  kalau  mereka  ini  sudah  telah  terlalu  jauh  maju,  maka  hampir  mustahil  dan  tidak  guna  lagi  bagi  orang -orang  melayu  untuk  mencebukan  diri  dalam  bidang  penyagahan.",281.00-289.48,final_segments/seg_2_28100.mp3,Jadi kalau mereka ini sudah terlalu jauh maju maka hampir mustahil dan tidak guna lagi bagi orang-orang Melayu untuk menceburkan diri dalam bidang perniagaan.,0.899," Jadi kalau mereka ini sudah terlalu jauh maju, maka hampir mustahil dan tidak guna lagi bagi orang-orang Melayu untuk menyebalkan diri dalam bidang penyakitangan.", Jadi kalau mereka ini sudah terlalu jauh maju maka hampir mustahil dan tidak guna lagi bagi orang-orang Melayu untuk mencebuhkan diri dalam bidang perniagaan.,0.19230769230769232,0.23076923076923078
Di  lemah  ekonomi  orang  melayu  masih  belum  dapat  diselesaikan  dan  nampaknya  akan  terus  begitu  sedangkan  perasaan  hampir  dan  kecewa  di  kalangan  orang  melayu  semakin  memendam  dan  berpanjangan.,290.00-300.40,final_segments/seg_2_29000.mp3,Dilema ekonomi orang Melayu masih belum dapat diselesaikan dan nampaknya akan terus begitu sedangkan perasaan hampa dan kecewa di kalangan orang Melayu semakin memendam dan berpanjangan.,0.959, Dilema ekonomi orang Melayu masih belum dapat diselesaikan dan nampaknya akan terus begitu sedangkan perasaan hampir dan kecewa di kalangan orang Melayu semakin memendam dan berpanjangan., Dilema ekonomi orang Melayu masih belum dapat diselesaikan dan nampaknya akan terus begitu sedangkan perasaan hampa dan kecewa di kalangan orang Melayu semakin memendam dan berpanjangan.,0.07407407407407407,0.1111111111111111
Malaysia  adalah  sebuah  negara  yang  demokratik  dan  mengamalkan  sistem  perusahaan  yang  debas.  System  perusahaan  debas  melibatkan  persaingan  dalam  perusahaan  dan  perdagangan.,300.70-310.38,final_segments/seg_2_30070.mp3,Malaysia adalah sebuah negara yang demokratik dan menga malkan sistem perusahaan yang bebas.,0.921, Malaysia adalah sebuah negara yang demokratik dan mengamalkan sistem perusahaan yang bebas. Sistem perusahaan bebas melibatkan persaingan dalam perusahaan dan pedagangan., Malaysia adalah sebuah negara yang demokratik dan mengamalkan sistem perusahaan yang bebas. Sistem perusahaan bebas melibatkan persaingan dalam perusahaan dan perdagangan.,0.19047619047619047,0.14285714285714285
